Date (UTC);Timestamp (UTC);$130k;$120k;$110k;$105k;$100k;$90k;$85k
12-31-2024 01:00;1735606804;0.004;0.004;0.006;1.0;1.0;0.295;0.024
12-31-2024 02:00;1735610403;0.003;0.0035;0.004;1.0;1.0;0.3;0.021
12-31-2024 03:00;1735614004;0.0015;0.0025;0.0035;1.0;1.0;0.255;0.025
12-31-2024 04:00;1735617604;0.0025;0.003;0.004;1.0;1.0;0.235;0.024
12-31-2024 05:00;1735621203;0.0025;0.0035;0.003;1.0;1.0;0.235;0.0105
12-31-2024 06:00;1735624804;0.002;0.0035;0.003;1.0;1.0;0.195;0.0105
12-31-2024 07:00;1735628403;0.0005;0.0005;0.001;1.0;1.0;0.16;0.0095
12-31-2024 08:00;1735632004;0.001;0.0005;0.001;1.0;1.0;0.145;0.0095
12-31-2024 09:00;1735635603;0.0005;0.0005;0.001;1.0;1.0;0.065;0.0105
12-31-2024 10:00;1735639204;0.001;0.0005;0.004;1.0;1.0;0.09;0.0085
12-31-2024 11:00;1735642804;0.0015;0.002;0.0025;1.0;1.0;0.055;0.0065
12-31-2024 12:00;1735646403;0.0015;0.0005;0.0025;1.0;1.0;0.045;0.0055
12-31-2024 13:00;1735650003;0.0015;0.0005;0.003;1.0;1.0;0.043;0.004
12-31-2024 14:00;1735653603;0.001;0.0025;0.0035;1.0;1.0;0.0165;0.003
12-31-2024 15:00;1735657203;0.0015;0.0025;0.002;1.0;1.0;0.0115;0.0035
12-31-2024 16:00;1735660803;0.0015;0.0005;0.0015;1.0;1.0;0.0095;0.0015
12-31-2024 17:00;1735664404;0.001;0.0005;0.0015;1.0;1.0;0.014;0.0025
12-31-2024 18:00;1735668004;0.001;0.0005;0.0025;1.0;1.0;0.0155;0.0035
12-31-2024 19:00;1735671603;0.001;0.0005;0.0025;1.0;1.0;0.0215;0.004
12-31-2024 20:00;1735675204;0.001;0.0015;0.003;1.0;1.0;0.015;0.002
12-31-2024 21:00;1735678804;0.001;0.0015;0.0025;1.0;1.0;0.019;0.0015
12-31-2024 22:00;1735682404;0.001;0.0015;0.0015;1.0;1.0;0.013;0.002
12-31-2024 23:00;1735686004;0.001;0.001;0.0015;1.0;1.0;0.0075;0.001
01-01-2025 00:00;1735689604;0.0005;0.0005;0.0005;1.0;1.0;0.0075;0.001
01-01-2025 01:00;1735693203;0.0005;0.0005;0.0015;1.0;1.0;0.0015;0.001
01-01-2025 02:00;1735696803;0.0005;0.0005;0.0005;1.0;1.0;0.0025;0.001
01-01-2025 03:00;1735700404;0.0005;0.0005;0.0005;1.0;1.0;0.0015;0.0005
01-01-2025 04:00;1735704003;0.0005;0.0005;0.0005;1.0;1.0;0.0015;0.0005
01-01-2025 05:00;1735707603;0.0005;0.0005;0.0005;1.0;1.0;0.0005;0.0005
01-01-2025 06:00;1735711204;0.0005;0.0005;0.0005;1.0;1.0;0.0005;0.0005
01-01-2025 07:00;1735714804;0.0005;0.0005;0.0005;1.0;1.0;0.0005;0.0005
